candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
trump's russia-friendly,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0585446207472
devin nunes,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,-0.0585446207472
nasa’s sls,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s looking,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's usa,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's twitter,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
handmaid's tale,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s washington,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's team,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
sisi's egypt,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
michael jackson,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
nsa's rogers,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's tv,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s va,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s moon,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
obama's nsc,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's scotus,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
what's happening,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump's last,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
jahlil okafor,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
lenin moreno,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
trump’s cuts,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
kanye west,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
lord's prayer,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0585446207472
breaking: obama,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
isis: column,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-0.0585446207472
right again!obama,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0585446207472
202.225.2523 devin.nunes@mail.house.gov,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump: drag,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
question [opinion,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
mcclatchy: infighting,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
mar-a-lago summit,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
left low-@ladiesfortrump,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
internet video,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
corp. democrats,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
watergate 2.0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
qualified' judge,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
week (legislation,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
targeting asian-americans,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
rs 3.86,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
see cernovich,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
faces: politics,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
won't fight,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
bill o'reilly,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
n. korea,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
10-week presidency,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
russia..libs r,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
women- [watch,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump: business,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
judge napalitano,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
chuck] johnson,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
late-night show,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump: work,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
u.s. senate,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
ezra cohen-watnick,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
recover [details,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
intelligence community...what,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
anti-nepotism law,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
parsky commissions,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump 50-60,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
facts: obama,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
lse-deutsche boerse,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
gideon sa'ar,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
"rs: ""lawmakers",1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-state dems,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
shouldn't trump,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
south-east asia,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
crusty clinton...you,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
trump-y psa,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
erik] paulsen,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
anti-trump billboard,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
obama w.h.—viewed,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0585446207472
yuge loser,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
walters gets,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
alien murdered,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
spectacular change,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump potus,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
the potus,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
remember nafta,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
something incredible,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
love trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
peak clegg,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
really feels,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trumps lies,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
force trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump approves,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
trump crazy,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
classic clegg,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0585446207472
western europe,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nbc news,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.0585446207472
two dems,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
week ahead,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
step away,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
faux news,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
washington examiner,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
voting trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
emoluments clause,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
signing ceremony,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
arab leaders,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nyc mayor,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.0585446207472
democrat party,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
violent femmes,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cold war,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
juan williams,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
civil rights,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump impeachment,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
eric trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0585446207472
say investors,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
floor vote,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
social security,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
anton scalia,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
grand river,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national parks,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
spicy boy,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michael moore,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the resistance,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lawyer tapped,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
donna brazile,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kansas city,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
washington state,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the msg,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
anyone imagined,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
united states,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
third democrat,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rfk stadium,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
luthuli house,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
golf course,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
oranga tamariki,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
press brie,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
us mars,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
muhammed yunus,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
told security,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ted cruz,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.0585446207472
elaine chao,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
like trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mlk jr,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
without trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
behind trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john f,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nationals park,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
edith wilson,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump salary,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
american patriot,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bob weiler,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
endanger lives,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump could,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blue brexiteers,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
willy legate,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
africa debt,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump presidency,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump election,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
natsec advisor,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
paul ryan,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
intelligence reports,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
san diego,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
surprisingly normal,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rex tillerson,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
president putin,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pres xi,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obama wh,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bob weir,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
george stanley,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
abc news,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lobbyist work,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump unmasking,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump trust,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
judge gorsuch,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
oscar winner,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
supreme co,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tv live,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
without china,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
terrorist orgz,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the dems,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ebola crisis,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
brutal dictator,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
us senate,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fake outrage,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jones look,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
roger stone,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
doc mcstuffins,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
santa rosa,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bigger problem,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scientific method,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
healthcare deal,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
henry adams,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
keep sessions,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fred trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
general election,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the limbo,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
russian oc,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
energy efficiency,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
could certainly,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pen panorama,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
family foundation,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
citizen trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
enviro defense,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
considers pushing,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
condi rice,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nizamuddin bhat,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michael bloomberg,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
clock ticks,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
prophecy update,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
barron trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
teddy roosevelt,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
alt right,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
admitted trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
finally became,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
julian robertson,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
comrade trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jim baker,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
celine dion,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
anthony atamanuik,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
morgan lewis,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
russian agents,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
education secretary,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sue edwards,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john miller,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
clinton foundation,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
national party,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john simms,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
the marine,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
inner circle,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
racist protesters,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
moscow project,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
citizen obama,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nobody trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
you’re evil,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trumpified remix,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump supporter,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
new yorkers,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sorry garry,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
breitbart news,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
xi jinping,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bilateral meeting,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
obstruct trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
air force,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
quite believe,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump era,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
election loss,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
combined wealth,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sandy hook,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
carry bill,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump cuts,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
barry rubin,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fbi director,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
alarm bells,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
attack bjp,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
divine femininity,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michael howard,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump inc,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
penn station,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nizamudin bhat,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sen cruz,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
first ladies,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump far,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
katy perry,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
julian assange,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.0585446207472
george washington,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
running list,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
african american,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
globalist un,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ditch republicans,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
asian americans,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
chicago tribune,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
steve brannon,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
whereas trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
universal credit,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
opening day,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trump victories,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
abortion laws,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
president obama,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
glamour shots,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
around u,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
interior sec,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
secret service,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pres obama,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
democrats efforts,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
end case,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
reporter asks,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sen graham,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john nucci,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
destroy trump,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
worth billions,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
confirm gorsuch,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
